article_id,published_date,publisher,linked_ticker_count,linked_tickers,stratum,title,summary,classification_status,is_relevant,relevance_type,primary_company,primary_industry,event_type,target_company_sentiment,news_scope,expected_competitor_effect,materiality,confidence,reasoning_short,model,estimated_cost_usd,classified_at
cc80cd8c56b5a0dd656cf1c2b709545da46a5af3fd79c7299534124f56b161bf,2026-05-26,Yahoo,2,AAPL;F,autos_ev__other_unclear,Ferrari reverses after controversial EV announcement,U.S. car manufacturers have learned a valuable lesson about electric vehicles over the past couple of years: American consumers don't like expensive EVs. That's why Ford is still pushing hard for EVs despite the $19.5 billion in losses it was recently forced to write down in its electric vehicle ...,success,true,industry_news,Ferrari,autos_ev,product_or_technology,negative,industry_wide,same_direction_contagion,3.0,3.0,"The article discusses EV demand and strategy in the auto sector, which can spill over to other EV makers and automakers.",gpt-5.4-mini,0.0,2026-06-21T21:20:05+00:00
6860503fb75f84891cdaa45a1388dd8b442245afe74c707157c79370d68135d6,2026-06-11,Yahoo,1,GM,autos_ev__analyst_or_earnings,General Motors analyst spots customer trend investors should watch,"Outside of purchasing a home, buying a car is the most expensive purchase most people will make in their lifetimes. Now, companies like Tesla and General Motors are developing technologies that will add value to their vehicles beyond just transportation. On June 9, General Motors announced that it ...",success,true,target_company_news,GM,autos_ev,product_or_technology,positive,firm_specific,same_direction_contagion,3.0,3.0,"The article is about GM and a customer trend tied to vehicle technology, which is relevant to autos and likely comparable across competitors.",gpt-5.4-mini,0.0,2026-06-21T21:18:35+00:00
7e088361eb9ada7c950e2500d38933823aa0b961f541881fecdbf5be010e16ca,2026-06-18,Benzinga,1,META,big_tech_cloud__analyst_or_earnings,'Manus' Revenue Soars as Original Investors Move to Reverse Meta Deal' - The Information,https://www.theinformation.com/articles/manus-revenue-soars-original-investors-move-reverse-meta-deal,success,true,target_company_news,META,big_tech_cloud,merger_acquisition_investment,mixed,firm_specific,neutral_or_no_clear_effect,3.0,3.0,"The article concerns Meta-linked investment activity around Manus and could affect Meta specifically, but the spillover to peers is unclear.",gpt-5.4-mini,0.0,2026-06-21T21:22:28+00:00
7ce59b2df0c39d94058c07e2e36759bc08d058a02ccb220fb09056f865fd3c65,2025-08-18,Yahoo,1,AMD,semiconductors_ai__macro_policy,"Stock market today: S&P 500, Nasdaq slide as Home Depot leads out retail earnings",Wall Street braced for results from retail giants as rising concerns over inflation cloud the path to an interest rate cut.,success,true,market_roundup_but_relevant,unclear,macro_market,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,A broad market roundup tied to inflation and rate-cut expectations may affect semiconductor stocks like AMD through sector sentiment.,gpt-5.4-mini,0.0,2026-06-21T21:25:14+00:00
6d2cd78dddbcaca0b82a6202d08774ff8ce281977503f62d7579ab4d2a67e5a6,2025-08-22,Yahoo,2,RIVN;TSLA,autos_ev__macro_policy,"Top Stock Movers Now: Enphase Energy, Zoom, Intuit, and More",U.S. equities took off at midday as Fed Chair Jerome Powell indicated interest-rate cuts may be appropriate now.,success,true,market_roundup_but_relevant,unclear,autos_ev,macro_rates_tariffs_oil_geopolitics,neutral,macro_wide,same_direction_contagion,2.0,3.0,A market roundup tied to Powell’s rate-cut comments can affect EV stocks like TSLA and RIVN through financing and risk sentiment.,gpt-5.4-mini,0.0,2026-06-21T21:19:00+00:00
be6b0e69ba114407b774ab57ee7ded6bf2bce515c8679f0d33b21763a57899d5,2025-08-22,Yahoo,1,NVDA,semiconductors_ai__macro_policy,What Trade War? China's Shanghai Composite Hits a 10-Year High,"Chinese stocks are having a strong summer.  The Shanghai Composite Index hit its highest level since August 2015—back when a bubble was spectacularly popping.   The CSI 300 index, which tracks shares listed in both Shanghai and Shenzhen, hit the highest since the summer of 2022.",success,true,macro_policy_news,unclear,macro_market,macro_rates_tariffs_oil_geopolitics,neutral,macro_wide,same_direction_contagion,2.0,3.0,"The article is a broad China market move tied to trade-war sentiment, which can affect semiconductor demand and sentiment indirectly.",gpt-5.4-mini,0.0,2026-06-21T21:25:16+00:00
591ebc88d5d26a6fab88897449f4eee5066c4f601cacacbf515e3455906be389,2025-09-17,Yahoo,1,AMZN,big_tech_cloud__firm_event,Fast and Cheap: The Two Shortcuts That Fuel Freight Fraud,"This article is contributed content. It does not reflect the views or opinions of FreightWaves or any of its subsidiaries. This article has been updated following commentary and feedback from Amazon. Fraud takes root and multiplies in a system that rewards speed and low cost above all else. Contract freight is built on predictability, and […] The post Fast and Cheap: The Two Shortcuts That Fuel Freight Fraud appeared first on FreightWaves.",success,true,target_company_news,AMZN,big_tech_cloud,other,negative,firm_specific,neutral_or_no_clear_effect,2.0,3.0,"The piece discusses freight fraud in Amazon-related logistics, which is relevant to AMZN but appears more explanatory than a major company event.",gpt-5.4-mini,0.0,2026-06-21T21:22:31+00:00
8a11aff0bba42640f83ef5e0e24bb83d770c27695ff62c9e61c5658def22be5e,2025-10-03,Yahoo,1,DAL,airlines_travel__analyst_or_earnings,Stock Market Sails Through Shutdown’s First Week. What Keeps the Rally Going.,Investors seem more focused on the start of third-quarter earnings season than the political drama. The major indexes are on track to hit new highs.,success,true,market_roundup_but_relevant,DAL,airlines_travel,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,"A broad market roundup mentions the airline-linked ticker DAL, but it contains no company-specific catalyst.",gpt-5.4-mini,0.0,2026-06-21T21:17:08+00:00
3be98a3795908f58a95a8d34e8036662b10f37b9e8a365c629ad6e0ccf5ae872,2025-10-19,Yahoo,2,GM;TSLA,autos_ev__macro_policy,"An Inflation Update in a Data Desert. Plus, Tesla, Coca-Cola, Netflix, T-Mobile, and Many More Stocks to Watch This Week.","FEATURE  Equity markets bounced back last week, with all three major indexes rising more than 1.5%, but not without a hefty dose of volatility. The or VIX, ended Friday at 20.98, the fourth consecutive day above 20.",success,true,market_roundup_but_relevant,TSLA,autos_ev,market_roundup,neutral,mixed,neutral_or_no_clear_effect,2.0,3.0,"This is a broad market roundup that mentions Tesla and GM, making it only lightly relevant to autos/EVs.",gpt-5.4-mini,0.0,2026-06-21T21:19:03+00:00
ca888ce5d853285faf06c965d482687c58253237090317d9714f1fd1917a83de,2025-10-20,Yahoo,1,QCOM,semiconductors_ai__firm_event,Skan AI Expands Agentic AI Leadership with Acquisition of Metaculars Inc.,"Skan AI, the leader in enterprise process intelligence, today announced the acquisition of Metaculars Inc., a company specializing in the development of AI agents for enterprise operations.",success,true,competitor_company_news,Skan AI,semiconductors_ai,merger_acquisition_investment,positive,firm_specific,neutral_or_no_clear_effect,2.0,3.0,"The article reports an acquisition by an AI enterprise software company, which is relevant to the semiconductors/AI ecosystem but has limited direct spillover.",gpt-5.4-mini,0.0,2026-06-21T21:24:52+00:00
a53b3c91308379b920882681f93d17fbc73b153afb63f3d52e8ea9d5abd94b2c,2025-11-07,Yahoo,1,QCOM,semiconductors_ai__analyst_or_earnings,"Earnings live: Block stock drops after earnings miss, Airbnb pops, Opendoor pitches turnaround plan","Third quarter earnings season is in full swing, and analysts expect S&P 500 companies grew their profits by 8% during the quarter.",success,true,market_roundup_but_relevant,QCOM,semiconductors_ai,market_roundup,neutral,mixed,same_direction_contagion,2.0,3.0,This is a broader earnings roundup that is only loosely relevant to QCOM and the semiconductor sector.,gpt-5.4-mini,0.0,2026-06-21T21:24:29+00:00
554c9ccc09d3477adfc55337dd317e7b7f300d4381f2dbb8cc0382ad0cbfe77b,2025-11-20,Yahoo,1,DAL,airlines_travel__analyst_or_earnings,Canadian National Stock Falls 2.5% Since Q3 Earnings Release,"CNI posts a Q3 beat on earnings and revenues, but the stock slips as cost cuts, stronger volumes and a better operating ratio shape a mixed reaction.",success,true,market_roundup_but_relevant,CNI,airlines_travel,earnings_or_guidance,mixed,firm_specific,neutral_or_no_clear_effect,2.0,3.0,"This is a company earnings reaction for Canadian National, which is only loosely relevant to the linked airline ticker and has no clear spillover.",gpt-5.4-mini,0.0,2026-06-21T21:17:10+00:00
2d8e4eb52a3de69e8ce65280565e4d455f8366472b5006beb424f81a4033a0c4,2025-12-06,Yahoo,1,C,banks_finance__firm_event,How are luxury homebuyers holding up amid macro uncertainty?,"Investing.com -- Luxury homebuyers are showing clearer signs of resilience even as broad housing demand softens under persistent macro uncertainty, according to Citi’s latest read on high-end market trends.",success,true,industry_news,C,banks_finance,market_roundup,neutral,industry_wide,same_direction_contagion,2.0,3.0,"The piece is about housing demand trends and macro uncertainty that can affect financial-sector exposure, though it is only loosely tied to Citi.",gpt-5.4-mini,0.0,2026-06-21T21:20:37+00:00
d33dd874eeb42feec4dedd0d5635fbd36345e41a669f7af6f3253c31ca5d686e,2026-01-13,Yahoo,1,DAL,airlines_travel__macro_policy,"Traders Digest Inflation Data, Earnings as US Equity Futures Gain Pre-Bell",US equity futures turned slightly higher ahead of Tuesday's opening bell as traders digested the Dec,success,true,market_roundup_but_relevant,DAL,airlines_travel,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,"A broad pre-market roundup mentions inflation and earnings, which can affect airlines through macro demand and cost expectations.",gpt-5.4-mini,0.0,2026-06-21T21:17:23+00:00
a7ee3772886eddbc7f5daafa6af404338b0ecb39476aeec28d8e26c93f27f3fb,2026-01-20,Yahoo,1,UAL,airlines_travel__market_roundup_or_advice,"Dow Jones Tumbles 871 Points On Trump's Greenland Threats; Nvidia, Tesla Skid As Netflix Falls Late","The S&P 500 and Nasdaq broke key support on Trump's Greenland push with his Davos speech on tap. Nvidia, Tesla and other megacaps slumped. Netflix fell late.",success,true,market_roundup_but_relevant,UAL,airlines_travel,market_roundup,negative,macro_wide,same_direction_contagion,2.0,3.0,"This is a broad market selloff tied to geopolitical headlines that can pressure airline stocks, including UAL, through risk-off sentiment.",gpt-5.4-mini,0.0,2026-06-21T21:17:34+00:00
a5d15ad40a3da6b165b9a0bff6aba836c3e20d157d1cc93130f80e60293a0985,2026-01-26,Yahoo,1,AAL,airlines_travel__macro_policy,"Stock market today: Dow, S&P 500, Nasdaq futures mixed with Fed meeting, Big Tech earnings on deck","Markets are being dragged in opposite directions, with tech leading an upward charge as tariffs, healthcare, and political insecurity weigh on investors.",success,true,market_roundup_but_relevant,AAL,airlines_travel,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,"This is a broad market roundup with macro and tariff themes that could affect airlines, but it has no company-specific airline news.",gpt-5.4-mini,0.0,2026-06-21T21:17:23+00:00
a4d05f930097c35644d115d2296fd549cdaa02d0f288b89c8ceb2ef97c6cc54d,2026-02-10,Yahoo,1,BAC,banks_finance__market_roundup_or_advice,"This name is ’digitalizing global money movement’, BofA says and initiates at Buy","Investing.com -- Bank of America initiated coverage of one money transfer company’s stock with a Buy rating, describing it as “digitalizing global money movement” and highlighting what it sees as a multi-year expansion opportunity.",success,true,competitor_company_news,unclear,banks_finance,analyst_rating_or_price_target,positive,firm_specific,neutral_or_no_clear_effect,2.0,3.0,"A BofA initiation on a money transfer company is relevant to financial-sector peers, but the spillover to BAC-linked firms is indirect.",gpt-5.4-mini,0.0,2026-06-21T21:21:28+00:00
a2025cc2eed14be80fe5571aab669f74c830082e55003bbe38399202a485e069,2026-02-22,Benzinga,1,META,big_tech_cloud__analyst_or_earnings,"Bernie Sanders On AI Investment By Musk, Zuckerberg, Bezos: 'They're In It To Accumulate Even More Wealth And Power For Themselves'",Senator Bernie Sanders criticizes tech billionaires for prioritizing profit over workers as AI investment grows.,success,true,target_company_news,META,big_tech_cloud,other,negative,firm_specific,same_direction_contagion,2.0,3.0,"The article mentions META in a broader political critique of AI investment, which is only mildly relevant to big tech sentiment.",gpt-5.4-mini,0.0,2026-06-21T21:22:17+00:00
febb918c8e689bfbc9d59e6dcf352634cffe219ad44ae8cf0953e73b65eff2d7,2026-03-17,Benzinga,1,QCOM,semiconductors_ai__macro_policy,"Trump Slams NATO, Energy Sector Rallies As Fuel Prices Spike: What's Moving Markets Tuesday?","U.S. stocks rebound as investors look past rising oil prices and focus on the Fed&#39;s rate decision, while Trump says NATO allies declined to join the Iran operation and energy stocks lead the market.",success,true,market_roundup_but_relevant,QCOM,semiconductors_ai,macro_rates_tariffs_oil_geopolitics,neutral,macro_wide,same_direction_contagion,2.0,3.0,"This is a market roundup tied to oil, geopolitics, and the Fed, which can affect semiconductor sentiment indirectly.",gpt-5.4-mini,0.0,2026-06-21T21:30:42+00:00
fe69f400d8c3e9da2c45be3517dd8905406c93895c3231abd6ed7db02f41674b,2026-03-19,CNBC,1,JPM,banks_finance__macro_policy,"The Fed decision, Micron earnings, Amazon's USPS contract and more in Morning Squawk",Here are five key things investors need to know to start the trading day.,success,true,market_roundup_but_relevant,unclear,macro_market,market_roundup,neutral,mixed,same_direction_contagion,2.0,3.0,This is a broad morning roundup with some macro and sector items that could affect banks and other linked firms indirectly.,gpt-5.4-mini,0.0,2026-06-21T21:21:03+00:00
586a6428992227aebc710392a8b651a7870f99f8eb798ddb87c20b6ed0c375ba,2026-03-26,Yahoo,1,NVDA,semiconductors_ai__analyst_or_earnings,SKYX Reports Another Record Quarter with Revenue of $25 Million in Q-4 Demonstrating 8 Consecutive Quarters of Year Over Year Growth with Annual Record Revenue of $92 Million in 2025 Compared to $86 Million in 2024 as it Continues to Grow its Market Penetration,"Gross Profit Increased to $28 Million in 2025 Compared to $25 Million in 2024, Representing a $3 Million (13%) Increase in Gross Profit Operating Cash Used in 2025 Amounted to $13 Million Compared to $18 Million in 2024, Representing a $5 Million (27%) Reduction in Cash Used in Operating Activities SKYX Raised $29 Million in Q1 2026 Investments from Fundamental Institutions SKYX Announced Collaboration with NVIDIA AI Ecosystem Connect Program, Expecting to Grow Its Collaboration with NVIDIA into",success,true,competitor_company_news,SKYX,semiconductors_ai,partnership_or_contract,positive,firm_specific,neutral_or_no_clear_effect,2.0,3.0,"SKYX reports earnings and an NVIDIA ecosystem collaboration, which is relevant to NVDA-linked semiconductor news but has limited direct spillover.",gpt-5.4-mini,0.0,2026-06-21T21:24:37+00:00
e24d2cfa8ee3dc0962760b0ed4831ccd273b12c53d47bc30289005d30ae03ca0,2026-03-26,Yahoo,1,INTC,semiconductors_ai__analyst_or_earnings,One of Wall Street's Largest Banks Just Downgraded U.S. Stocks. Here Are 3 Reasons Why.,"After decades of dominance, U.S. stocks may be losing their structural edge.",success,true,macro_policy_news,unclear,macro_market,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,A Wall Street bank’s bearish call on U.S. stocks is broad market commentary that can affect semiconductor sentiment indirectly.,gpt-5.4-mini,0.0,2026-06-21T21:24:38+00:00
8f7dfdb237caadfa6c8b9242f3edfb0075bc23de472cb151d6c49abec39946da,2026-04-13,CNBC,2,DAL;LUV,airlines_travel__other_unclear,"Stocks making the biggest moves premarket: Goldman Sachs, Revolution Medicines, Fastenal & more",These are the stocks posting the largest moves premarket.,success,true,market_roundup_but_relevant,DAL,airlines_travel,market_roundup,unclear,mixed,same_direction_contagion,2.0,3.0,"A premarket movers roundup includes Delta and Southwest, making it relevant but with limited firm-specific detail.",gpt-5.4-mini,0.0,2026-06-21T21:18:06+00:00
b501fac87ac72752fd0047e6958497a76c576afd350fba9d860d1f4f355afad7,2026-04-22,Yahoo,1,AVGO,semiconductors_ai__analyst_or_earnings,Dow Jones Futures Fall After Nasdaq Hits High; Tesla Stock Sinks On Elon Musk Comments,"The Nasdaq hit a new high as techs led Wednesday. Tesla fell late on Elon Musk comments. Lam Research, CSX, Texas Instruments and IBM were big earnings movers overnight.",success,true,market_roundup_but_relevant,AVGO,semiconductors_ai,market_roundup,neutral,mixed,same_direction_contagion,2.0,3.0,This is a market roundup that mentions semiconductor earnings movers and broader tech sentiment relevant to AVGO.,gpt-5.4-mini,0.0,2026-06-21T21:24:37+00:00
472fe24ccda6c4ef1b0a9fed4688289b0f53e5f86382787f6a5dba80299eb2ec,2026-05-15,Yahoo,1,C,banks_finance__macro_policy,"Trump Traded Nvidia, Boeing, Intel in Flurry of Transactions","(Bloomberg) -- President Donald Trump’s latest financial disclosures show that he made a slew of stock and bond purchases with major American companies in the first quarter of the year totaling in the tens of millions of dollars and possibly more. Most Read from BloombergHormuz Oil Flows Creep Higher as More Supertankers ExitIran’s Kharg Island Oil Jetties Empty Again Yesterday, Satellite ShowsWhat Is The Thucydides Trap and Why Did Xi Raise It With Trump?Xi Tells US CEOs on Trump Visit That Chi",success,true,macro_policy_news,unclear,macro_market,management_or_governance,neutral,macro_wide,same_direction_contagion,2.0,3.0,"The article is mainly about Trump’s disclosed trading activity, which is macro/policy-adjacent but not company-specific.",gpt-5.4-mini,0.0,2026-06-21T21:21:11+00:00
9a47528c0de7ddc67dfde583ecd073cd7ca8f927f7bd1de0d217b8f6a25cc01d,2026-05-22,Yahoo,1,AMD,semiconductors_ai__macro_policy,Stock Market Today: Dow Charges Higher As Warsh Era Begins At The Fed (Live Coverage),Stock Market Today: The Dow Jones index rose Friday ahead of a key inflation survey. AMD stock rallied near record highs.,success,true,market_roundup_but_relevant,AMD,semiconductors_ai,market_roundup,positive,mixed,same_direction_contagion,2.0,3.0,The piece is a market roundup that mentions AMD’s rally and broader Fed/inflation context relevant to semiconductors.,gpt-5.4-mini,0.0,2026-06-21T21:30:42+00:00
d7b0d21ca2e491714d0bdb976910836d377abe04a164d312684b9d7ceb5ac696,2026-05-26,Yahoo,1,QCOM,semiconductors_ai__analyst_or_earnings,Stock Market Today: Nasdaq Leads On U.S.-Iran Deal Anticipation; AutoZone Crashes (Live Coverage),Stock Market Today: The Dow Jones index inches up Tuesday on U.S.-Iran deal hopes. A defense name soars after earnings while Micron Technology pops.,success,true,market_roundup_but_relevant,QCOM,semiconductors_ai,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,"A market roundup mentions Micron and semiconductor sentiment, which can spill over to Qualcomm and peers.",gpt-5.4-mini,0.0,2026-06-21T21:30:41+00:00
f53ad7b911843daa6f1f82bc612932cdbf686743bb981ba5777aeb95e7c58c0e,2026-05-26,CNBC,3,DAL;LUV;UAL,airlines_travel__market_roundup_or_advice,Wednesday's big stock stories: What’s likely to move the market in the next trading session,A rally in the tech sector — led by Micron Technology — lifted the S&P 500 and the Nasdaq Composite to fresh all-time highs and closing records Tuesday.,success,true,market_roundup_but_relevant,unclear,airlines_travel,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,"This is a broad market roundup, but it is relevant because it mentions airline-linked tickers and overall market sentiment that can spill over to the sector.",gpt-5.4-mini,0.0,2026-06-21T21:17:43+00:00
98a0eb1a06ec75ae6b5464a4ab4cc38ed1b6f94b1a68384a77e988c9b7955c6e,2026-05-27,CNBC,3,LUV;TSLA;UAL,other_unclear__other_unclear,"Micron's new milestone, Dick's earnings, Paxton beats Cornyn and more in Morning Squawk",Here are five key things investors need to know to start the trading day.,success,true,market_roundup_but_relevant,Micron,semiconductors_ai,market_roundup,neutral,mixed,same_direction_contagion,2.0,3.0,"This is a market roundup that includes Micron and likely touches linked sectors, but the summary is too broad to isolate a firm-specific catalyst.",gpt-5.4-mini,0.0,2026-06-21T21:24:19+00:00
6724a3c0b1291c8690ddee2af98dcffa59997a78322382a877b914894cb482cc,2026-05-28,Yahoo,1,TSLA,autos_ev__firm_event,Latest News In Energy Transition - SunPower's Solar Project Powers Santa Clara University's Green Future,"SunPower Inc.'s subsidiary, Cobalt Power Systems, has completed a significant solar and energy storage project at Santa Clara University, reflecting an important advancement in the energy transition landscape. The installation, spanning multiple sites including parking structures and rooftops, boasts a 1.2 megawatt capacity, capable of generating over 2.1 million kilowatt-hours of clean electricity annually. This project not only emphasizes the move towards renewable energy but also...",success,true,industry_news,SunPower,autos_ev,product_or_technology,positive,industry_wide,same_direction_contagion,2.0,3.0,A solar and storage project by SunPower is relevant to the EV/clean-energy ecosystem and signals broader renewable adoption.,gpt-5.4-mini,0.0,2026-06-21T21:18:55+00:00
8a99493a3e4cdc18af4eb72563b43a90c359145a638ac5370f746f051a0c1029,2026-05-28,Yahoo,1,UAL,airlines_travel__macro_policy,"Stock Market Today: Indexes Rise On U.S.-Iran Deal Hopes; Snowflake Surges, First Solar Breaks Out (Live Coverage)",Stock Market Today: The Dow Jones index fell Thursday after surprise inflation data. AI stock Snowflake soared on earnings.,success,true,market_roundup_but_relevant,UAL,airlines_travel,market_roundup,neutral,macro_wide,same_direction_contagion,2.0,3.0,"This is a market roundup with a macro/geopolitical angle that can affect airlines broadly, though UAL is only indirectly mentioned.",gpt-5.4-mini,0.0,2026-06-21T21:17:27+00:00
260ff36bb33e18eff261edceffa8a476b2442d2135340a4acaac9a717af9a528,2026-06-16,CNBC,1,JPM,banks_finance__firm_event,Biotech IPO revival faces competition from cash-rich big pharma buyers,Biopharma dealmaking is driven by pressure to top up drug pipelines ahead of major patent expirations later this decade.,success,true,industry_news,unclear,banks_finance,market_roundup,neutral,industry_wide,same_direction_contagion,2.0,3.0,The article discusses biotech IPO and M&A conditions that can affect finance and capital-markets activity broadly.,gpt-5.4-mini,0.0,2026-06-21T21:20:50+00:00
